Medieval	medieval_computing_remote_astronomy_table_scheduling_0003	Remote Astronomy Table Scheduling	Guilds, courts, monasteries, and towns used remote library technology for scheduling astronomy table systems.	universities,mechanical_clocks
Renaissance	renaissance_computing_low_waste_navigation_table_cataloging_0003	Low Waste Navigation Table Cataloging	Workshops, merchants, navies, and scholars used low waste data technology for cataloging navigation table systems.	mechanical_calculators_early,calculus_formalization
Industrial	industrial_computing_regulated_switchboard_log_scheduling_0003	Regulated Switchboard Log Scheduling	Factories, utilities, laboratories, and cities used regulated office technology for scheduling switchboard log systems.	typewriter_office_workflows,scientific_management_time_studies
Modern	modern_computing_continuous_robot_reasoning_0003	Continuous Robot Reasoning	Networked institutions and automated systems used continuous algorithm technology for reasoning robot systems.	internet,cloud_computing_distributed_systems
Future	future_computing_continuous_robot_reasoning_0003	Continuous Robot Reasoning	Advanced automated societies could use continuous algorithm technology for reasoning robot systems.	quantum_computing,large_language_models
Ancient	ancient_media_sealed_stone_inscription_marking_0003	Sealed Stone Inscription Marking	Early communities used sealed archive technology for marking stone inscription systems.	oral_tradition_storytelling,writing
Classical	classical_media_rapid_postal_tablet_translating_0003	Rapid Postal Tablet Translating	Complex states and cities used rapid book technology for translating postal tablet systems.	libraries,postal_relay_systems
Medieval	medieval_media_open_paper_sheet_dispatching_0003	Open Paper Sheet Dispatching	Guilds, courts, monasteries, and towns used open book technology for dispatching paper sheet systems.	paper_making,monastic_scriptoria
Renaissance	renaissance_media_seasonal_music_sheet_cataloging_0003	Seasonal Music Sheet Cataloging	Workshops, merchants, navies, and scholars used seasonal book technology for cataloging music sheet systems.	printing_press,newspaper_periodicals
Industrial	industrial_media_continuous_newspaper_press_wiring_0003	Continuous Newspaper Press Wiring	Factories, utilities, laboratories, and cities used continuous photography technology for wiring newspaper press systems.	telegraph,photographic_halftone_printing
Modern	modern_media_adaptive_newspaper_archiving_0003	Adaptive Newspaper Archiving	Networked institutions and automated systems used adaptive library technology for archiving newspaper systems.	world_wide_web,social_media
Future	future_media_adaptive_newspaper_archiving_0003	Adaptive Newspaper Archiving	Advanced automated societies could use adaptive library technology for archiving newspaper systems.	ai_personal_memory_systems,quantum_internet
Ancient	ancient_medicine_continuous_salve_pot_drying_0003	Continuous Salve Pot Drying	Early communities used continuous sanitation technology for drying salve pot systems.	herbalism,primitive_surgery_trepanation
Classical	classical_medicine_remote_hospital_cot_compounding_0003	Remote Hospital Cot Compounding	Complex states and cities used remote hospital technology for compounding hospital cot systems.	pharmacopoeia,medical_case_notes
Medieval	medieval_medicine_seasonal_patient_register_teaching_0003	Seasonal Patient Register Teaching	Guilds, courts, monasteries, and towns used seasonal herbal technology for teaching patient register systems.	hospitals_early,university_medical_studies
Renaissance	renaissance_medicine_regulated_distillation_flask_sterilizing_0003	Regulated Distillation Flask Sterilizing	Workshops, merchants, navies, and scholars used regulated medicine technology for sterilizing distillation flask systems.	anatomical_theater_design,chemical_recipe_books
Industrial	industrial_medicine_cooperative_milk_sample_compounding_0003	Cooperative Milk Sample Compounding	Factories, utilities, laboratories, and cities used cooperative medical technology for compounding milk sample systems.	vaccination,public_health_laboratories
Modern	modern_medicine_rapid_protein_dosing_0003	Rapid Protein Dosing	Networked institutions and automated systems used rapid gene technology for dosing protein systems.	electronic_health_records,dna_sequencing
Future	future_medicine_rapid_protein_dosing_0003	Rapid Protein Dosing	Advanced automated societies could use rapid gene technology for dosing protein systems.	synthetic_biology,ai_clinical_care_networks
Ancient	ancient_science_rapid_field_line_marking_0003	Rapid Field Line Marking	Early communities used rapid measurement technology for marking field line systems.	calendars,field_boundary_survey_stones
Classical	classical_science_seasonal_soil_observing_0003	Seasonal Soil Observing	Complex states and cities used seasonal physics technology for observing soil systems.	geometry,astrolabe_early
Medieval	medieval_science_continuous_soil_sampling_0003	Continuous Soil Sampling	Guilds, courts, monasteries, and towns used continuous physics technology for sampling soil systems.	universities_research_curricula,astrolabe_quadrant
Renaissance	renaissance_science_cooperative_soil_forecasting_0003	Cooperative Soil Forecasting	Workshops, merchants, navies, and scholars used cooperative physics technology for forecasting soil systems.	scientific_method,telescope
Industrial	industrial_science_remote_soil_classifying_0003	Remote Soil Classifying	Factories, utilities, laboratories, and cities used remote physics technology for classifying soil systems.	radioactivity_discovery,laboratory_diagnostic_medicine
Modern	modern_science_open_soil_mapping_0003	Open Soil Mapping	Networked institutions and automated systems used open physics technology for mapping soil systems.	cloud_data_warehouses,satellite_remote_sensing
Future	future_science_open_soil_mapping_0003	Open Soil Mapping	Advanced automated societies could use open physics technology for mapping soil systems.	ai_scientist_automated_discovery,quantum_sensors_high_precision_measurement
Ancient	ancient_governance_remote_scribe_seal_proclaiming_0003	Remote Scribe Seal Proclaiming	Early communities used remote law technology for proclaiming scribe seal systems.	taxation_and_tribute,census
Classical	classical_governance_regulated_registry_training_0003	Regulated Registry Training	Complex states and cities used regulated census technology for training registry systems.	bureaucracy,tax_accounting
Medieval	medieval_governance_cooperative_registry_planning_0003	Cooperative Registry Planning	Guilds, courts, monasteries, and towns used cooperative census technology for planning registry systems.	market_town_charters,guilds
Renaissance	renaissance_governance_high_throughput_registry_auditing_0003	High Throughput Registry Auditing	Workshops, merchants, navies, and scholars used high throughput census technology for auditing registry systems.	patent_systems,military_engineer_corps
Industrial	industrial_governance_low_waste_registry_reporting_0003	Low Waste Registry Reporting	Factories, utilities, laboratories, and cities used low waste census technology for reporting registry systems.	labor_unions_collective_bargaining,industrial_safety_codes
Modern	modern_governance_seasonal_registry_licensing_0003	Seasonal Registry Licensing	Networked institutions and automated systems used seasonal census technology for licensing registry systems.	digital_identity_federation,cybersecurity_operations_centers
Future	future_governance_seasonal_registry_licensing_0003	Seasonal Registry Licensing	Advanced automated societies could use seasonal census technology for licensing registry systems.	ai_governance_ethics_frameworks_robust,ai_treaty_verification_systems
Ancient	ancient_finance_rapid_debt_tablet_sealing_0003	Rapid Debt Tablet Sealing	Early communities used rapid trade technology for sealing debt tablet systems.	barter,clay_tablet_receipts
Classical	classical_finance_seasonal_loan_tablet_recording_0003	Seasonal Loan Tablet Recording	Complex states and cities used seasonal market technology for recording loan tablet systems.	currency,harbor_customs_houses
Medieval	medieval_finance_continuous_banker_table_auditing_0003	Continuous Banker Table Auditing	Guilds, courts, monasteries, and towns used continuous trade technology for auditing banker table systems.	banking_early_forms,bills_of_exchange_early_finance
Renaissance	renaissance_finance_cooperative_bank_note_reconciling_0003	Cooperative Bank Note Reconciling	Workshops, merchants, navies, and scholars used cooperative merchant technology for reconciling bank note systems.	double_entry_bookkeeping,joint_stock_companies
Industrial	industrial_finance_remote_market_inventory_0003	Remote Market Inventory	Factories, utilities, laboratories, and cities used remote credit technology for inventory market systems.	telephone_directory_services,telegraph_news_tickers
Modern	modern_finance_open_market_settlement_0003	Open Market Settlement	Networked institutions and automated systems used open credit technology for settlement market systems.	digital_payment_wallets,blockchain_cryptocurrency
Future	future_finance_open_market_settlement_0003	Open Market Settlement	Advanced automated societies could use open credit technology for settlement market systems.	quantum_secured_financial_networks,ai_mediated_supply_negotiation
Ancient	ancient_infrastructure_high_throughput_well_paving_0003	High Throughput Well Paving	Early communities used high throughput construction technology for paving well systems.	basic_shelter,irrigation_canals_local
Classical	classical_infrastructure_compact_aqueduct_channel_repairing_0003	Compact Aqueduct Channel Repairing	Complex states and cities used compact aqueduct technology for repairing aqueduct channel systems.	aqueducts,concrete
Medieval	medieval_infrastructure_field_ready_town_wall_vaulting_0003	Field Ready Town Wall Vaulting	Guilds, courts, monasteries, and towns used field ready wall technology for vaulting town wall systems.	gothic_architecture,municipal_fire_watch
Renaissance	renaissance_infrastructure_redundant_canal_lock_plotting_0003	Redundant Canal Lock Plotting	Workshops, merchants, navies, and scholars used redundant urban technology for plotting canal lock systems.	military_engineer_corps,precision_map_engraving
Industrial	industrial_infrastructure_large_scale_well_lighting_0003	Large Scale Well Lighting	Factories, utilities, laboratories, and cities used large scale construction technology for lighting well systems.	urban_water_chlorination,urban_electric_subways
Modern	modern_infrastructure_low_waste_well_zoning_0003	Low Waste Well Zoning	Networked institutions and automated systems used low waste construction technology for zoning well systems.	digital_twin_infrastructure,internet_of_things_iot_ubiquitous_connectivity
Future	future_infrastructure_low_waste_well_zoning_0003	Low Waste Well Zoning	Advanced automated societies could use low waste construction technology for zoning well systems.	robotic_construction_swarms,self_healing_civil_infrastructure
Ancient	ancient_security_continuous_alarm_drum_stockading_0003	Continuous Alarm Drum Stockading	Early communities used continuous security technology for stockading alarm drum systems.	organized_warfare,atlatl_spear_throwers
Classical	classical_security_remote_signal_flag_arming_0003	Remote Signal Flag Arming	Complex states and cities used remote defense technology for arming signal flag systems.	organized_military_formations,military_field_medicine
Medieval	medieval_security_seasonal_moat_armoring_0003	Seasonal Moat Armoring	Guilds, courts, monasteries, and towns used seasonal military technology for armoring moat systems.	cannons,castle_signal_beacons
Renaissance	renaissance_security_regulated_siege_map_casting_0003	Regulated Siege Map Casting	Workshops, merchants, navies, and scholars used regulated artillery technology for casting siege map systems.	naval_gunnery_tables,cannons
Industrial	industrial_security_cooperative_munitions_line_drilling_0003	Cooperative Munitions Line Drilling	Factories, utilities, laboratories, and cities used cooperative armor technology for drilling munitions line systems.	electric_arc_lighting,railway_signal_interlocking
Modern	modern_security_rapid_drone_targeting_0003	Rapid Drone Targeting	Networked institutions and automated systems used rapid weapon technology for targeting drone systems.	cyber_threat_intelligence,cybersecurity_operations_centers
Future	future_security_rapid_drone_targeting_0003	Rapid Drone Targeting	Advanced automated societies could use rapid weapon technology for targeting drone systems.	quantum_encryption,ai_model_auditing
Modern	modern_space_adaptive_mars_rover_docking_0003	Adaptive Mars Rover Docking	Networked institutions and automated systems used adaptive space technology for docking mars rover systems.	satellite_technology,space_stations
Future	future_space_adaptive_mars_farm_docking_0003	Adaptive Mars Farm Docking	Advanced automated societies could use adaptive terraform technology for docking mars farm systems.	space_colonization,space_resource_refineries
Ancient	ancient_culture_rapid_beadwork_dancing_0003	Rapid Beadwork Dancing	Early communities used rapid myth technology for dancing beadwork systems.	shamanism_animism,ochre_pigment_processing
Classical	classical_culture_seasonal_instrument_performance_0003	Seasonal Instrument Performance	Complex states and cities used seasonal art technology for performance instrument systems.	theater_stage_machinery,glass_mosaic_tesserae
Medieval	medieval_culture_continuous_instrument_teaching_0003	Continuous Instrument Teaching	Guilds, courts, monasteries, and towns used continuous art technology for teaching instrument systems.	monastic_scriptoria,mechanical_bell_striking
Renaissance	renaissance_culture_cooperative_instrument_restoration_0003	Cooperative Instrument Restoration	Workshops, merchants, navies, and scholars used cooperative art technology for restoration instrument systems.	printed_music_notation,public_art_academies
Industrial	industrial_culture_remote_instrument_curation_0003	Remote Instrument Curation	Factories, utilities, laboratories, and cities used remote art technology for curation instrument systems.	photographic_halftone_printing,newspaper_periodicals
Modern	modern_culture_open_instrument_staging_0003	Open Instrument Staging	Networked institutions and automated systems used open art technology for staging instrument systems.	streaming_music_platforms,social_media_content_moderation
Future	future_culture_open_instrument_staging_0003	Open Instrument Staging	Advanced automated societies could use open art technology for staging instrument systems.	ai_cultural_memory_archives,ai_personal_tutoring_companions
Ancient	ancient_agriculture_regulated_root_crop_milling_0004	Regulated Root Crop Milling	Early communities used regulated fermentation technology for milling root crop systems.	agriculture,pottery_storage_amphorae
Classical	classical_agriculture_high_throughput_root_crop_distribution_0004	High Throughput Root Crop Distribution	Complex states and cities used high throughput fermentation technology for distribution root crop systems.	state_grain_price_controls,tax_accounting
Medieval	medieval_agriculture_low_waste_root_crop_preservation_0004	Low Waste Root Crop Preservation	Guilds, courts, monasteries, and towns used low waste fermentation technology for preservation root crop systems.	crop_rotation_three_field,watermills
Renaissance	renaissance_agriculture_compact_root_crop_sorting_0004	Compact Root Crop Sorting	Workshops, merchants, navies, and scholars used compact fermentation technology for sorting root crop systems.	experimental_botany_gardens,chemical_recipe_books
Industrial	industrial_agriculture_field_ready_canning_line_mechanizing_0004	Field Ready Canning Line Mechanizing	Factories, utilities, laboratories, and cities used field ready farm technology for mechanizing canning line systems.	chemical_fertilizers,industrial_canning_lines
Modern	modern_agriculture_cooperative_root_crop_breeding_0004	Cooperative Root Crop Breeding	Networked institutions and automated systems used cooperative fermentation technology for breeding root crop systems.	gps_guided_logistics,satellite_remote_sensing
Future	future_agriculture_cooperative_root_crop_breeding_0004	Cooperative Root Crop Breeding	Advanced automated societies could use cooperative fermentation technology for breeding root crop systems.	vertical_farming_megafarms,synthetic_food_bioreactors
Ancient	ancient_materials_remote_flint_weaving_0004	Remote Flint Weaving	Early communities used remote stone technology for weaving flint systems.	bronze_working,woodworking_basic
Classical	classical_materials_regulated_glass_cup_annealing_0004	Regulated Glass Cup Annealing	Complex states and cities used regulated textile technology for annealing glass cup systems.	glassmaking,concrete
Medieval	medieval_materials_cooperative_iron_hinge_polishing_0004	Cooperative Iron Hinge Polishing	Guilds, courts, monasteries, and towns used cooperative leather technology for polishing iron hinge systems.	advanced_metallurgy_medieval,fulling_mills
Renaissance	renaissance_materials_high_throughput_lens_blank_casting_0004	High Throughput Lens Blank Casting	Workshops, merchants, navies, and scholars used high throughput instrument technology for casting lens blank systems.	chemical_assay_laboratories,standardized_typefounding
Industrial	industrial_materials_low_waste_copper_machining_0004	Low Waste Copper Machining	Factories, utilities, laboratories, and cities used low waste ceramic technology for machining copper systems.	precision_machine_tools,bessemer_steel_conversion
Modern	modern_materials_seasonal_copper_coating_0004	Seasonal Copper Coating	Networked institutions and automated systems used seasonal ceramic technology for coating copper systems.	computer_aided_manufacturing_cam_systems,3d_printing_additive_manufacturing
Future	future_materials_seasonal_copper_coating_0004	Seasonal Copper Coating	Advanced automated societies could use seasonal ceramic technology for coating copper systems.	nanotechnology,quantum_materials_foundries
Ancient	ancient_energy_rapid_brazier_smelting_0004	Rapid Brazier Smelting	Early communities used rapid lamp technology for smelting brazier systems.	charcoal_production,fire_control
Classical	classical_energy_seasonal_heated_room_lighting_0004	Seasonal Heated Room Lighting	Complex states and cities used seasonal water technology for lighting heated room systems.	water_clock_timekeeping,public_bath_heating
Medieval	medieval_energy_continuous_bath_stove_pressing_0004	Continuous Bath Stove Pressing	Guilds, courts, monasteries, and towns used continuous charcoal technology for pressing bath stove systems.	watermills,windmills
Renaissance	renaissance_energy_cooperative_powder_mill_pumping_0004	Cooperative Powder Mill Pumping	Workshops, merchants, navies, and scholars used cooperative water technology for pumping powder mill systems.	clockwork_mechanisms,experimental_mining_assays
Industrial	industrial_energy_remote_gas_main_recovering_0004	Remote Gas Main Recovering	Factories, utilities, laboratories, and cities used remote turbine technology for recovering gas main systems.	steam_turbine_power_generation,electrical_grid_early_distribution
Modern	modern_energy_open_thermal_control_0004	Open Thermal Control	Networked institutions and automated systems used open battery technology for control thermal systems.	solar_photovoltaics,renewable_microgrids
Future	future_energy_open_thermal_control_0004	Open Thermal Control	Advanced automated societies could use open battery technology for control thermal systems.	fusion_power,space_based_solar_power
Ancient	ancient_transport_remote_sledge_packing_0004	Remote Sledge Packing	Early communities used remote cart technology for packing sledge systems.	wheeled_vehicles,wooden_sledges
Classical	classical_transport_regulated_road_station_warehousing_0004	Regulated Road Station Warehousing	Complex states and cities used regulated road technology for warehousing road station systems.	roads,harbor_customs_houses
Medieval	medieval_transport_cooperative_cog_ship_packing_0004	Cooperative Cog Ship Packing	Guilds, courts, monasteries, and towns used cooperative navigation technology for packing cog ship systems.	compass,port_crane_harbor_works
Renaissance	renaissance_transport_high_throughput_caravel_charting_0004	High Throughput Caravel Charting	Workshops, merchants, navies, and scholars used high throughput harbor technology for charting caravel systems.	cartography,merchant_marine_registry
Industrial	industrial_transport_low_waste_railcar_repairing_0004	Low Waste Railcar Repairing	Factories, utilities, laboratories, and cities used low waste road technology for repairing railcar systems.	railroads,internal_combustion_engine
Modern	modern_transport_seasonal_cart_maintenance_0004	Seasonal Cart Maintenance	Networked institutions and automated systems used seasonal logistics technology for maintenance cart systems.	gps_guided_logistics,ride_hailing_platforms
Future	future_transport_seasonal_cart_maintenance_0004	Seasonal Cart Maintenance	Advanced automated societies could use seasonal logistics technology for maintenance cart systems.	fusion_rockets,space_elevators
Ancient	ancient_computing_remote_tally_stick_listing_0004	Remote Tally Stick Listing	Early communities used remote writing technology for listing tally stick systems.	writing,clay_tablet_receipts
Classical	classical_computing_regulated_abacus_board_sorting_0004	Regulated Abacus Board Sorting	Complex states and cities used regulated abacus technology for sorting abacus board systems.	libraries,court_transcript_scribes
Medieval	medieval_computing_cooperative_exchequer_table_indexing_0004	Cooperative Exchequer Table Indexing	Guilds, courts, monasteries, and towns used cooperative calendar technology for indexing exchequer table systems.	universities,mechanical_clocks
Renaissance	renaissance_computing_high_throughput_calculating_wheel_calculating_0004	High Throughput Calculating Wheel Calculating	Workshops, merchants, navies, and scholars used high throughput data technology for calculating calculating wheel systems.	mechanical_calculators_early,calculus_formalization
Industrial	industrial_computing_low_waste_typewriter_calculating_0004	Low Waste Typewriter Calculating	Factories, utilities, laboratories, and cities used low waste calculator technology for calculating typewriter systems.	typewriter_office_workflows,scientific_management_time_studies
Modern	modern_computing_seasonal_ledger_training_0004	Seasonal Ledger Training	Networked institutions and automated systems used seasonal algorithm technology for training ledger systems.	internet,cloud_computing_distributed_systems
Future	future_computing_seasonal_ledger_training_0004	Seasonal Ledger Training	Advanced automated societies could use seasonal algorithm technology for training ledger systems.	quantum_computing,large_language_models
Ancient	ancient_media_open_trade_notice_sealing_0004	Open Trade Notice Sealing	Early communities used open storytelling technology for sealing trade notice systems.	oral_tradition_storytelling,writing
Classical	classical_media_continuous_messenger_packet_preserving_0004	Continuous Messenger Packet Preserving	Complex states and cities used continuous communication technology for preserving messenger packet systems.	libraries,postal_relay_systems
Medieval	medieval_media_rapid_library_desk_translating_0004	Rapid Library Desk Translating	Guilds, courts, monasteries, and towns used rapid book technology for translating library desk systems.	paper_making,monastic_scriptoria
Renaissance	renaissance_media_remote_patent_notice_printing_0004	Remote Patent Notice Printing	Workshops, merchants, navies, and scholars used remote paper technology for printing patent notice systems.	printing_press,newspaper_periodicals
Industrial	industrial_media_seasonal_news_ticker_archiving_0004	Seasonal News Ticker Archiving	Factories, utilities, laboratories, and cities used seasonal telegraph technology for archiving news ticker systems.	telegraph,photographic_halftone_printing
Modern	modern_media_sealed_web_routing_0004	Sealed Web Routing	Networked institutions and automated systems used sealed writing technology for routing web systems.	world_wide_web,social_media
Future	future_media_sealed_web_routing_0004	Sealed Web Routing	Advanced automated societies could use sealed writing technology for routing web systems.	ai_personal_memory_systems,quantum_internet
Ancient	ancient_medicine_seasonal_healing_charm_observing_0004	Seasonal Healing Charm Observing	Early communities used seasonal herbal technology for observing healing charm systems.	herbalism,primitive_surgery_trepanation
Classical	classical_medicine_cooperative_medical_oath_washing_0004	Cooperative Medical Oath Washing	Complex states and cities used cooperative medical technology for washing medical oath systems.	pharmacopoeia,medical_case_notes
Medieval	medieval_medicine_remote_pharmacy_shelf_dosing_0004	Remote Pharmacy Shelf Dosing	Guilds, courts, monasteries, and towns used remote health technology for dosing pharmacy shelf systems.	hospitals_early,university_medical_studies
Renaissance	renaissance_medicine_low_waste_lens_exam_dissecting_0004	Low Waste Lens Exam Dissecting	Workshops, merchants, navies, and scholars used low waste botany technology for dissecting lens exam systems.	anatomical_theater_design,chemical_recipe_books
Industrial	industrial_medicine_regulated_diagnostic_slide_inspecting_0004	Regulated Diagnostic Slide Inspecting	Factories, utilities, laboratories, and cities used regulated laboratory technology for inspecting diagnostic slide systems.	vaccination,public_health_laboratories
Modern	modern_medicine_continuous_neural_imaging_0004	Continuous Neural Imaging	Networked institutions and automated systems used continuous hospital technology for imaging neural systems.	electronic_health_records,dna_sequencing
Future	future_medicine_continuous_neural_imaging_0004	Continuous Neural Imaging	Advanced automated societies could use continuous hospital technology for imaging neural systems.	synthetic_biology,ai_clinical_care_networks
Ancient	ancient_science_continuous_boundary_stone_counting_0004	Continuous Boundary Stone Counting	Early communities used continuous surveying technology for counting boundary stone systems.	calendars,field_boundary_survey_stones
Classical	classical_science_remote_spectrum_computing_0004	Remote Spectrum Computing	Complex states and cities used remote astronomy technology for computing spectrum systems.	geometry,astrolabe_early
Medieval	medieval_science_seasonal_spectrum_forecasting_0004	Seasonal Spectrum Forecasting	Guilds, courts, monasteries, and towns used seasonal astronomy technology for forecasting spectrum systems.	universities_research_curricula,astrolabe_quadrant
Renaissance	renaissance_science_regulated_spectrum_measuring_0004	Regulated Spectrum Measuring	Workshops, merchants, navies, and scholars used regulated astronomy technology for measuring spectrum systems.	scientific_method,telescope
Industrial	industrial_science_cooperative_spectrum_standardizing_0004	Cooperative Spectrum Standardizing	Factories, utilities, laboratories, and cities used cooperative astronomy technology for standardizing spectrum systems.	radioactivity_discovery,laboratory_diagnostic_medicine
Modern	modern_science_rapid_spectrum_observing_0004	Rapid Spectrum Observing	Networked institutions and automated systems used rapid astronomy technology for observing spectrum systems.	cloud_data_warehouses,satellite_remote_sensing
Future	future_science_rapid_spectrum_observing_0004	Rapid Spectrum Observing	Advanced automated societies could use rapid astronomy technology for observing spectrum systems.	ai_scientist_automated_discovery,quantum_sensors_high_precision_measurement
Ancient	ancient_governance_cooperative_census_list_rationing_0004	Cooperative Census List Rationing	Early communities used cooperative governance technology for rationing census list systems.	taxation_and_tribute,census
Classical	classical_governance_low_waste_school_credentialing_0004	Low Waste School Credentialing	Complex states and cities used low waste public technology for credentialing school systems.	bureaucracy,tax_accounting
Medieval	medieval_governance_regulated_school_auditing_0004	Regulated School Auditing	Guilds, courts, monasteries, and towns used regulated public technology for auditing school systems.	market_town_charters,guilds
Renaissance	renaissance_governance_field_ready_school_registration_0004	Field Ready School Registration	Workshops, merchants, navies, and scholars used field ready public technology for registration school systems.	patent_systems,military_engineer_corps
Industrial	industrial_governance_high_throughput_school_coordination_0004	High Throughput School Coordination	Factories, utilities, laboratories, and cities used high throughput public technology for coordination school systems.	labor_unions_collective_bargaining,industrial_safety_codes
Modern	modern_governance_remote_school_training_0004	Remote School Training	Networked institutions and automated systems used remote public technology for training school systems.	digital_identity_federation,cybersecurity_operations_centers
Future	future_governance_remote_school_training_0004	Remote School Training	Advanced automated societies could use remote public technology for training school systems.	ai_governance_ethics_frameworks_robust,ai_treaty_verification_systems
Ancient	ancient_finance_continuous_tax_receipt_exchanging_0004	Continuous Tax Receipt Exchanging	Early communities used continuous finance technology for exchanging tax receipt systems.	barter,clay_tablet_receipts
Classical	classical_finance_remote_rent_roll_exchanging_0004	Remote Rent Roll Exchanging	Complex states and cities used remote coin technology for exchanging rent roll systems.	currency,harbor_customs_houses
Medieval	medieval_finance_seasonal_loan_pledge_pledging_0004	Seasonal Loan Pledge Pledging	Guilds, courts, monasteries, and towns used seasonal finance technology for pledging loan pledge systems.	banking_early_forms,bills_of_exchange_early_finance
Renaissance	renaissance_finance_regulated_credit_letter_pricing_0004	Regulated Credit Letter Pricing	Workshops, merchants, navies, and scholars used regulated trade technology for pricing credit letter systems.	double_entry_bookkeeping,joint_stock_companies
Industrial	industrial_finance_cooperative_portfolio_reconciliation_0004	Cooperative Portfolio Reconciliation	Factories, utilities, laboratories, and cities used cooperative accounting technology for reconciliation portfolio systems.	telephone_directory_services,telegraph_news_tickers
Modern	modern_finance_rapid_portfolio_brokerage_0004	Rapid Portfolio Brokerage	Networked institutions and automated systems used rapid accounting technology for brokerage portfolio systems.	digital_payment_wallets,blockchain_cryptocurrency
Future	future_finance_rapid_portfolio_brokerage_0004	Rapid Portfolio Brokerage	Advanced automated societies could use rapid accounting technology for brokerage portfolio systems.	quantum_secured_financial_networks,ai_mediated_supply_negotiation
Ancient	ancient_infrastructure_field_ready_footbridge_plastering_0004	Field Ready Footbridge Plastering	Early communities used field ready shelter technology for plastering footbridge systems.	basic_shelter,irrigation_canals_local
Classical	classical_infrastructure_large_scale_street_paving_inspecting_0004	Large Scale Street Paving Inspecting	Complex states and cities used large scale construction technology for inspecting street paving systems.	aqueducts,concrete
Medieval	medieval_infrastructure_compact_millrace_fortifying_0004	Compact Millrace Fortifying	Guilds, courts, monasteries, and towns used compact housing technology for fortifying millrace systems.	gothic_architecture,municipal_fire_watch
Renaissance	renaissance_infrastructure_portable_market_loggia_surveying_0004	Portable Market Loggia Surveying	Workshops, merchants, navies, and scholars used portable construction technology for surveying market loggia systems.	military_engineer_corps,precision_map_engraving
Industrial	industrial_infrastructure_redundant_canal_reinforcement_0004	Redundant Canal Reinforcement	Factories, utilities, laboratories, and cities used redundant construction technology for reinforcement canal systems.	urban_water_chlorination,urban_electric_subways
Modern	modern_infrastructure_high_throughput_canal_ventilation_0004	High Throughput Canal Ventilation	Networked institutions and automated systems used high throughput construction technology for ventilation canal systems.	digital_twin_infrastructure,internet_of_things_iot_ubiquitous_connectivity
Future	future_infrastructure_high_throughput_canal_ventilation_0004	High Throughput Canal Ventilation	Advanced automated societies could use high throughput construction technology for ventilation canal systems.	robotic_construction_swarms,self_healing_civil_infrastructure
Ancient	ancient_security_seasonal_signal_hill_arming_0004	Seasonal Signal Hill Arming	Early communities used seasonal security technology for arming signal hill systems.	organized_warfare,atlatl_spear_throwers
Classical	classical_security_cooperative_guard_post_mapping_0004	Cooperative Guard Post Mapping	Complex states and cities used cooperative signal technology for mapping guard post systems.	organized_military_formations,military_field_medicine
Medieval	medieval_security_remote_militia_drill_guarding_0004	Remote Militia Drill Guarding	Guilds, courts, monasteries, and towns used remote military technology for guarding militia drill systems.	cannons,castle_signal_beacons
Renaissance	renaissance_security_low_waste_range_staff_fortifying_0004	Low Waste Range Staff Fortifying	Workshops, merchants, navies, and scholars used low waste security technology for fortifying range staff systems.	naval_gunnery_tables,cannons
Industrial	industrial_security_regulated_naval_mine_warning_0004	Regulated Naval Mine Warning	Factories, utilities, laboratories, and cities used regulated fortification technology for warning naval mine systems.	electric_arc_lighting,railway_signal_interlocking
Modern	modern_security_continuous_arsenal_hardening_0004	Continuous Arsenal Hardening	Networked institutions and automated systems used continuous armor technology for hardening arsenal systems.	cyber_threat_intelligence,cybersecurity_operations_centers
Future	future_security_continuous_arsenal_hardening_0004	Continuous Arsenal Hardening	Advanced automated societies could use continuous armor technology for hardening arsenal systems.	quantum_encryption,ai_model_auditing
Modern	modern_space_sealed_spacesuit_relaying_0004	Sealed Spacesuit Relaying	Networked institutions and automated systems used sealed probe technology for relaying spacesuit systems.	satellite_technology,space_stations
Future	future_space_sealed_lander_habitat_control_0004	Sealed Lander Habitat Control	Advanced automated societies could use sealed lunar technology for habitat control lander systems.	space_colonization,space_resource_refineries
Ancient	ancient_culture_continuous_ritual_vessel_teaching_0004	Continuous Ritual Vessel Teaching	Early communities used continuous ritual technology for teaching ritual vessel systems.	shamanism_animism,ochre_pigment_processing
Classical	classical_culture_remote_pattern_reproduction_0004	Remote Pattern Reproduction	Complex states and cities used remote literature technology for reproduction pattern systems.	theater_stage_machinery,glass_mosaic_tesserae
Medieval	medieval_culture_seasonal_pattern_restoration_0004	Seasonal Pattern Restoration	Guilds, courts, monasteries, and towns used seasonal literature technology for restoration pattern systems.	monastic_scriptoria,mechanical_bell_striking
Renaissance	renaissance_culture_regulated_pattern_composition_0004	Regulated Pattern Composition	Workshops, merchants, navies, and scholars used regulated literature technology for composition pattern systems.	printed_music_notation,public_art_academies
Industrial	industrial_culture_cooperative_pattern_cataloging_0004	Cooperative Pattern Cataloging	Factories, utilities, laboratories, and cities used cooperative literature technology for cataloging pattern systems.	photographic_halftone_printing,newspaper_periodicals
Modern	modern_culture_rapid_pattern_performance_0004	Rapid Pattern Performance	Networked institutions and automated systems used rapid literature technology for performance pattern systems.	streaming_music_platforms,social_media_content_moderation
